pixel,value
2.630000000000000000e+02,1.356315642694011183e-19
2.640000000000000000e+02,1.356315642694011183e-19
2.650000000000000000e+02,1.356315642694011183e-19
2.660000000000000000e+02,1.356315642694011183e-19
2.670000000000000000e+02,1.356315642694011183e-19
2.680000000000000000e+02,1.356315642694011183e-19
2.690000000000000000e+02,1.356315642694011183e-19
2.700000000000000000e+02,1.356315642694011183e-19
2.710000000000000000e+02,1.356315642694011183e-19
2.720000000000000000e+02,1.356315642694011183e-19
2.730000000000000000e+02,1.356315642694011183e-19
2.740000000000000000e+02,1.356315642694011183e-19
2.750000000000000000e+02,1.356315642694011183e-19
2.760000000000000000e+02,1.356315642694011183e-19
2.770000000000000000e+02,1.356315642694011183e-19
2.780000000000000000e+02,1.356315642694011183e-19
2.790000000000000000e+02,1.356315642694011183e-19
2.800000000000000000e+02,2.152827360000000000e+08
2.810000000000000000e+02,1.798299569731261253e-19
2.820000000000000000e+02,1.511364818018723355e-13
2.830000000000000000e+02,1.157001038952235991e+27
2.840000000000000000e+02,2.019560043831539243e-19
2.850000000000000000e+02,7.006238230941249464e+22
2.860000000000000000e+02,1.511029121921067531e-13
2.870000000000000000e+02,1.356316935163718297e-19
2.880000000000000000e+02,1.356315642694011183e-19
2.890000000000000000e+02,1.356315642694011183e-19
2.900000000000000000e+02,1.356315642694011183e-19
2.910000000000000000e+02,1.356315642694011183e-19
2.920000000000000000e+02,1.356315642694011183e-19
2.930000000000000000e+02,1.356315642694011183e-19
2.940000000000000000e+02,1.356315642694011183e-19
2.950000000000000000e+02,1.356315642694011183e-19
2.960000000000000000e+02,1.356315642694011183e-19
2.970000000000000000e+02,1.356315642694011183e-19
2.980000000000000000e+02,1.356315642694011183e-19
2.990000000000000000e+02,1.356315642694011183e-19
3.000000000000000000e+02,2.152827360000000000e+08
3.010000000000000000e+02,1.798299569731261253e-19
3.020000000000000000e+02,1.356315642694011183e-19
3.030000000000000000e+02,1.356315642694011183e-19
3.040000000000000000e+02,1.356315642694011183e-19
3.050000000000000000e+02,1.356315642694011183e-19
3.060000000000000000e+02,1.356315642694011183e-19
3.070000000000000000e+02,1.356315642694011183e-19
3.080000000000000000e+02,1.356315642694011183e-19
3.090000000000000000e+02,1.356315642694011183e-19
3.100000000000000000e+02,1.356315642694011183e-19
3.110000000000000000e+02,1.356315642694011183e-19
3.120000000000000000e+02,1.356315642694011183e-19
3.130000000000000000e+02,1.356315642694011183e-19
3.140000000000000000e+02,1.356315642694011183e-19
3.150000000000000000e+02,1.356315642694011183e-19
3.160000000000000000e+02,1.356315642694011183e-19
3.170000000000000000e+02,1.356315642694011183e-19
3.180000000000000000e+02,1.356315642694011183e-19
3.190000000000000000e+02,1.356315642694011183e-19
3.200000000000000000e+02,1.458472960000000000e+10
3.210000000000000000e+02,1.356882907648463564e-19
3.220000000000000000e+02,6.845478125000000000e+05
3.230000000000000000e+02,3.562233600000000000e+09
3.240000000000000000e+02,2.931969606811686384e-15
3.250000000000000000e+02,1.356315642694011183e-19
3.260000000000000000e+02,1.356315642694011183e-19
3.270000000000000000e+02,1.456332832105999842e-10
3.280000000000000000e+02,1.356315642694011183e-19
3.290000000000000000e+02,1.356315642694011183e-19
3.300000000000000000e+02,1.356315642694011183e-19
3.310000000000000000e+02,1.356315642694011183e-19
3.320000000000000000e+02,1.356315642694011183e-19
3.330000000000000000e+02,1.356315642694011183e-19
3.340000000000000000e+02,1.356315642694011183e-19
3.350000000000000000e+02,1.356315642694011183e-19
3.360000000000000000e+02,1.356315642694011183e-19
3.370000000000000000e+02,1.356315642694011183e-19
3.380000000000000000e+02,1.356315642694011183e-19
3.390000000000000000e+02,1.356315642694011183e-19
3.400000000000000000e+02,1.458472960000000000e+10
3.410000000000000000e+02,1.356915994872965685e-19
3.420000000000000000e+02,4.486252544000000000e+10
3.430000000000000000e+02,3.562233600000000000e+09
3.440000000000000000e+02,2.931969606811686384e-15
3.450000000000000000e+02,1.356315642694011183e-19
3.460000000000000000e+02,1.356315642694011183e-19
3.470000000000000000e+02,1.456332832105999842e-10
3.480000000000000000e+02,1.356315642694011183e-19
3.490000000000000000e+02,1.356315642694011183e-19
3.500000000000000000e+02,1.356315642694011183e-19
3.510000000000000000e+02,1.356315642694011183e-19
3.520000000000000000e+02,1.356315642694011183e-19
3.530000000000000000e+02,1.356315642694011183e-19
3.540000000000000000e+02,1.356315642694011183e-19
3.550000000000000000e+02,1.356315642694011183e-19
3.560000000000000000e+02,1.356315642694011183e-19
3.570000000000000000e+02,1.356315642694011183e-19
3.580000000000000000e+02,1.356315642694011183e-19
3.590000000000000000e+02,1.356315642694011183e-19
3.600000000000000000e+02,1.458472960000000000e+10
3.610000000000000000e+02,1.356949082097467806e-19
3.620000000000000000e+02,1.148480651264000000e+13
3.630000000000000000e+02,3.562233600000000000e+09
3.640000000000000000e+02,2.931969606811686384e-15
3.650000000000000000e+02,1.356315642694011183e-19
3.660000000000000000e+02,1.356315642694011183e-19
3.670000000000000000e+02,1.456332832105999842e-10
3.680000000000000000e+02,1.356315642694011183e-19
3.690000000000000000e+02,1.356315642694011183e-19
3.700000000000000000e+02,1.356315642694011183e-19
3.710000000000000000e+02,1.356315642694011183e-19
3.720000000000000000e+02,1.356315642694011183e-19
3.730000000000000000e+02,1.356315642694011183e-19
3.740000000000000000e+02,1.356315642694011183e-19
3.750000000000000000e+02,1.356315642694011183e-19
3.760000000000000000e+02,1.356315642694011183e-19
3.770000000000000000e+02,1.356315642694011183e-19
3.780000000000000000e+02,1.356315642694011183e-19
3.790000000000000000e+02,1.356315642694011183e-19
3.800000000000000000e+02,1.458472960000000000e+10
3.810000000000000000e+02,1.356982169321969927e-19
3.820000000000000000e+02,1.711369531250000000e+05
3.830000000000000000e+02,1.790028280593613821e-19
3.840000000000000000e+02,2.222187548989867922e-15
3.850000000000000000e+02,1.356315642694011183e-19
3.860000000000000000e+02,1.356315642694011183e-19
3.870000000000000000e+02,1.456332832105999842e-10
3.880000000000000000e+02,1.356315642694011183e-19
3.890000000000000000e+02,1.356315642694011183e-19
3.900000000000000000e+02,1.356315642694011183e-19
3.910000000000000000e+02,1.356315642694011183e-19
3.920000000000000000e+02,1.356315642694011183e-19
3.930000000000000000e+02,1.356315642694011183e-19
3.940000000000000000e+02,1.356315642694011183e-19
3.950000000000000000e+02,1.356315642694011183e-19
3.960000000000000000e+02,1.356315642694011183e-19
3.970000000000000000e+02,1.356315642694011183e-19
3.980000000000000000e+02,1.356315642694011183e-19
3.990000000000000000e+02,1.356315642694011183e-19
4.000000000000000000e+02,1.458472960000000000e+10
4.010000000000000000e+02,1.357015256546472049e-19
4.020000000000000000e+02,6.845478125000000000e+05
4.030000000000000000e+02,3.277801728000000000e+09
4.040000000000000000e+02,2.222198983934655855e-15
4.050000000000000000e+02,1.356315642694011183e-19
4.060000000000000000e+02,1.356315642694011183e-19
4.070000000000000000e+02,1.456332832105999842e-10
4.080000000000000000e+02,1.356315642694011183e-19
4.090000000000000000e+02,1.356315642694011183e-19
4.100000000000000000e+02,1.356315642694011183e-19
4.110000000000000000e+02,1.356315642694011183e-19
4.120000000000000000e+02,1.356315642694011183e-19
4.130000000000000000e+02,1.356315642694011183e-19
4.140000000000000000e+02,1.356315642694011183e-19
4.150000000000000000e+02,1.356315642694011183e-19
4.160000000000000000e+02,1.356315642694011183e-19
4.170000000000000000e+02,1.356315642694011183e-19
4.180000000000000000e+02,1.356315642694011183e-19
4.190000000000000000e+02,1.356315642694011183e-19
4.200000000000000000e+02,1.458472960000000000e+10
4.210000000000000000e+02,1.357048343770974170e-19
4.220000000000000000e+02,6.845478125000000000e+05
4.230000000000000000e+02,3.277803776000000000e+09
4.240000000000000000e+02,2.222198983934655855e-15
4.250000000000000000e+02,1.356315642694011183e-19
4.260000000000000000e+02,1.356315642694011183e-19
4.270000000000000000e+02,1.456332832105999842e-10
4.280000000000000000e+02,1.356315642694011183e-19
4.290000000000000000e+02,1.356315642694011183e-19
4.300000000000000000e+02,1.356315642694011183e-19
4.310000000000000000e+02,1.356315642694011183e-19
4.320000000000000000e+02,1.356315642694011183e-19
4.330000000000000000e+02,1.356315642694011183e-19
4.340000000000000000e+02,1.356315642694011183e-19
4.350000000000000000e+02,1.356315642694011183e-19
4.360000000000000000e+02,1.356315642694011183e-19
4.370000000000000000e+02,1.356315642694011183e-19
4.380000000000000000e+02,1.356315642694011183e-19
4.390000000000000000e+02,1.356315642694011183e-19
4.400000000000000000e+02,1.458472960000000000e+10
4.410000000000000000e+02,1.357081430995476291e-19
4.420000000000000000e+02,6.845478125000000000e+05
4.430000000000000000e+02,3.277804800000000000e+09
4.440000000000000000e+02,2.222198983934655855e-15
4.450000000000000000e+02,1.356315642694011183e-19
4.460000000000000000e+02,1.356315642694011183e-19
4.470000000000000000e+02,1.456332832105999842e-10
4.480000000000000000e+02,1.356315642694011183e-19
4.490000000000000000e+02,1.356315642694011183e-19
4.500000000000000000e+02,1.356315642694011183e-19
4.510000000000000000e+02,1.356315642694011183e-19
4.520000000000000000e+02,1.356315642694011183e-19
4.530000000000000000e+02,1.356315642694011183e-19
4.540000000000000000e+02,1.356315642694011183e-19
4.550000000000000000e+02,1.356315642694011183e-19
4.560000000000000000e+02,1.356315642694011183e-19
4.570000000000000000e+02,1.356315642694011183e-19
4.580000000000000000e+02,1.356315642694011183e-19
4.590000000000000000e+02,1.356315642694011183e-19
4.600000000000000000e+02,1.458472960000000000e+10
4.610000000000000000e+02,1.357114518219978412e-19
4.620000000000000000e+02,4.486252544000000000e+10
4.630000000000000000e+02,3.277803776000000000e+09
4.640000000000000000e+02,2.222198983934655855e-15
4.650000000000000000e+02,1.356315642694011183e-19
4.660000000000000000e+02,1.356315642694011183e-19
4.670000000000000000e+02,1.456332832105999842e-10
4.680000000000000000e+02,1.356315642694011183e-19
4.690000000000000000e+02,1.356315642694011183e-19
4.700000000000000000e+02,1.356315642694011183e-19
4.710000000000000000e+02,1.356315642694011183e-19
4.720000000000000000e+02,1.356315642694011183e-19
4.730000000000000000e+02,1.356315642694011183e-19
4.740000000000000000e+02,1.356315642694011183e-19
4.750000000000000000e+02,1.356315642694011183e-19
4.760000000000000000e+02,1.356315642694011183e-19
4.770000000000000000e+02,1.356315642694011183e-19
4.780000000000000000e+02,1.356315642694011183e-19
4.790000000000000000e+02,1.356315642694011183e-19
4.800000000000000000e+02,1.458472960000000000e+10
4.810000000000000000e+02,1.357147605444480533e-19
4.820000000000000000e+02,4.486252544000000000e+10
4.830000000000000000e+02,3.277804800000000000e+09
4.840000000000000000e+02,2.222198983934655855e-15
4.850000000000000000e+02,1.356315642694011183e-19
4.860000000000000000e+02,1.356315642694011183e-19
4.870000000000000000e+02,1.456332832105999842e-10
4.880000000000000000e+02,1.356315642694011183e-19
4.890000000000000000e+02,1.356315642694011183e-19
4.900000000000000000e+02,1.356315642694011183e-19
4.910000000000000000e+02,1.356315642694011183e-19
4.920000000000000000e+02,1.356315642694011183e-19
4.930000000000000000e+02,1.356315642694011183e-19
4.940000000000000000e+02,1.356315642694011183e-19
4.950000000000000000e+02,1.356315642694011183e-19
4.960000000000000000e+02,1.356315642694011183e-19
4.970000000000000000e+02,1.356315642694011183e-19
4.980000000000000000e+02,1.356315642694011183e-19
4.990000000000000000e+02,1.356315642694011183e-19
5.000000000000000000e+02,1.458472960000000000e+10
5.010000000000000000e+02,1.492408179209151618e-19
5.020000000000000000e+02,1.148480651264000000e+13
5.030000000000000000e+02,3.277804800000000000e+09
5.040000000000000000e+02,2.222198983934655855e-15
5.050000000000000000e+02,1.356315642694011183e-19
5.060000000000000000e+02,1.356315642694011183e-19
5.070000000000000000e+02,1.456332832105999842e-10
5.080000000000000000e+02,1.356315642694011183e-19
5.090000000000000000e+02,1.356315642694011183e-19
5.100000000000000000e+02,1.356315642694011183e-19
5.110000000000000000e+02,1.356315642694011183e-19
5.120000000000000000e+02,1.356315642694011183e-19
5.130000000000000000e+02,1.356315642694011183e-19
5.140000000000000000e+02,1.356315642694011183e-19
5.150000000000000000e+02,1.356315642694011183e-19
5.160000000000000000e+02,1.356315642694011183e-19
5.170000000000000000e+02,1.356315642694011183e-19
5.180000000000000000e+02,1.356315642694011183e-19
5.190000000000000000e+02,1.356315642694011183e-19
5.200000000000000000e+02,2.152827360000000000e+08
5.210000000000000000e+02,1.798299569731261253e-19
5.220000000000000000e+02,1.356315642694011183e-19
5.230000000000000000e+02,1.356315642694011183e-19
5.240000000000000000e+02,1.356315642694011183e-19
5.250000000000000000e+02,1.356315642694011183e-19
5.260000000000000000e+02,1.356315642694011183e-19
5.270000000000000000e+02,1.356315642694011183e-19
5.280000000000000000e+02,1.356315642694011183e-19
5.290000000000000000e+02,1.356315642694011183e-19
5.300000000000000000e+02,1.356315642694011183e-19
5.310000000000000000e+02,1.356315642694011183e-19
5.320000000000000000e+02,1.356315642694011183e-19
5.330000000000000000e+02,1.356315642694011183e-19
5.340000000000000000e+02,1.356315642694011183e-19
5.350000000000000000e+02,1.356315642694011183e-19
5.360000000000000000e+02,1.356315642694011183e-19
5.370000000000000000e+02,1.356315642694011183e-19
5.380000000000000000e+02,1.356315642694011183e-19
5.390000000000000000e+02,1.356315642694011183e-19
5.400000000000000000e+02,2.152827360000000000e+08
5.410000000000000000e+02,1.798299569731261253e-19
5.420000000000000000e+02,1.511364818018723355e-13
5.430000000000000000e+02,1.157001038952235991e+27
5.440000000000000000e+02,2.019560043831539243e-19
5.450000000000000000e+02,4.689377801507748948e+27
5.460000000000000000e+02,2.062140716826354879e-19
5.470000000000000000e+02,1.441351102134169542e-19
5.480000000000000000e+02,1.356315642694011183e-19
5.490000000000000000e+02,1.356315642694011183e-19
5.500000000000000000e+02,1.356315642694011183e-19
5.510000000000000000e+02,1.356315642694011183e-19
5.520000000000000000e+02,1.356315642694011183e-19
5.530000000000000000e+02,1.356315642694011183e-19
5.540000000000000000e+02,1.356315642694011183e-19
5.550000000000000000e+02,1.356315642694011183e-19
5.560000000000000000e+02,1.356315642694011183e-19
5.570000000000000000e+02,1.356315642694011183e-19
5.580000000000000000e+02,1.356315642694011183e-19
5.590000000000000000e+02,1.356315642694011183e-19
5.600000000000000000e+02,2.152827360000000000e+08
5.610000000000000000e+02,1.798299569731261253e-19
5.620000000000000000e+02,1.356315642694011183e-19
5.630000000000000000e+02,1.356315642694011183e-19
5.640000000000000000e+02,1.356315642694011183e-19
5.650000000000000000e+02,1.356315642694011183e-19
5.660000000000000000e+02,1.356315642694011183e-19
5.670000000000000000e+02,1.356315642694011183e-19
5.680000000000000000e+02,1.356315642694011183e-19
5.690000000000000000e+02,1.356315642694011183e-19
5.700000000000000000e+02,1.356315642694011183e-19
5.710000000000000000e+02,1.356315642694011183e-19
5.720000000000000000e+02,1.356315642694011183e-19
5.730000000000000000e+02,1.356315642694011183e-19
5.740000000000000000e+02,1.356315642694011183e-19
5.750000000000000000e+02,1.356315642694011183e-19
5.760000000000000000e+02,1.356315642694011183e-19
5.770000000000000000e+02,1.356315642694011183e-19
5.780000000000000000e+02,1.356315642694011183e-19
5.790000000000000000e+02,1.356315642694011183e-19
5.800000000000000000e+02,2.225595351040000000e+11
5.810000000000000000e+02,1.356883941624229255e-19
